url,title,source,sentiment,confidence,article_type,published_date,financial_relevance,credibility_score,fact_check_score
"https://cointelegraph.com/news/secret-service-seizes-400m-crypto-cold-wallet?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound","Secret Service seizes $400M in crypto, cold wallet among world’s largest","Unknown Source","neutral",,"crypto","2025-07-06T06:58:12",True,50,75
"https://cointelegraph.com/news/bitcoin-whale-transfer-not-sell-off-says-arkham-blockchain-intelligence?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound","$8.6B Bitcoin whale transfer shows no signs of sell-off: Arkham","Unknown Source","neutral",,"crypto","2025-07-06T06:05:32",True,50,75
"https://www.coindesk.com/markets/2025/07/06/ton-surges-on-uae-golden-visa-news-crypto-community-reacts-with-excitement-and-doubt","TON Surges on UAE Golden Visa News; Crypto Community Reacts With Excitement and Doubt","Unknown Source","positive",0.7142857142857143,"crypto","2025-07-06T16:33:56",True,50,65
"https://www.coindesk.com/markets/2025/07/06/btc-doge-xrp-rise-as-bessent-hints-at-trade-deals-before-liberation-day-tariff-deadline","Bitcoin, Dogecoin, XRP Rise as Bessent Hints at Trade Deals Before Liberation Day Tariff Deadline","Unknown Source","positive",0.42857142857142855,"crypto","2025-07-06T16:08:30",True,50,75
"https://www.coindesk.com/markets/2025/07/06/bitcoin-s-mempool-nearly-empty-as-prices-trade-near-lifetime-highs","Bitcoin's 'Mempool' Nearly Empty as Prices Trade Near Lifetime Highs","Unknown Source","positive",0.42857142857142855,"crypto","2025-07-06T13:55:25",True,50,75
"https://www.coindesk.com/markets/2025/07/06/chart-of-the-week-wall-street-has-claimed-bitcoin-now-what","Chart of the Week: Wall Street Has Claimed Bitcoin—Now What?","Unknown Source","positive",0.6666666666666666,"crypto","2025-07-06T13:00:00",True,50,75
"https://www.coindesk.com/markets/2025/07/05/ethereum-touted-as-foundational-layer-for-global-finance-by-firm-with-usd500m-eth-bet","Ethereum Touted as ‘Foundational Layer for Global Finance’ by Firm With $500M ETH Bet","Unknown Source","positive",0.6,"crypto","2025-07-05T21:40:49",True,50,75
"https://www.coindesk.com/policy/2025/07/05/crypto-cash-and-condos-singapore-ends-22b-laundering-case-with-fines","Crypto, Cash, and Condos: Singapore Ends $2.2B Laundering Case With Fines","Unknown Source","positive",0.6666666666666666,"crypto","2025-07-05T17:51:11",True,50,65
"https://www.coindesk.com/markets/2025/07/05/bitcoin-cash-rally-accelerates-on-whale-activity-and-bullish-technical-signals","Bitcoin Cash Rally Accelerates on Whale Activity and Bullish Technical Signals","Unknown Source","positive",0.5555555555555556,"crypto","2025-07-05T17:27:45",True,50,65
"https://www.coindesk.com/markets/2025/07/05/the-u-s-exceptionalism-is-alive-and-well-as-nasdaq-outperforms-global-peers-macro-markets","U.S. Exceptionalism Is Alive and Well as Nasdaq Outperforms Global Peers: Macro Markets","Unknown Source","positive",0.8,"crypto","2025-07-05T17:18:10",True,50,75
"https://www.coindesk.com/web3/2025/07/05/drake-compares-fake-friends-to-bitcoins-volatility-down-this-week-up-next","Drake Compares Fake Friends to Bitcoin's Volatility: ‘Down This Week, Up Next’","Unknown Source","positive",0.5,"crypto","2025-07-05T16:57:49",True,50,75
"https://www.coindesk.com/markets/2025/07/05/floki-advances-blockchain-gaming-ambitions-with-valhalla-mainnet-launch-and-esports-partnership","FLOKI Advances Blockchain Gaming Ambitions With Valhalla Mainnet Launch and Esports Partnership","Unknown Source","positive",0.5,"crypto","2025-07-05T16:41:03",True,50,65
